Α/Α,Γεωγρα-φικό επίπεδο,NUTS1,NUTS2,Γεωγραφικός κωδικός,Περιγραφή,Μόνιμος πληθυσμός
17434,8,4,61,5701020201,"Νεοχώριον,το",622
17435,8,4,61,5701020202,"Μονή Αγίου Μηνά,η",29
17436,8,4,61,5701020203,"Παραλία Αγίας Φωτεινής,η",50
17437,6,4,61,570103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΑΝΗΣ,946
17438,7,4,61,57010301,Δημοτική Κοινότητα Βολισσού,480
17439,8,4,61,5701030101,"Βολισσός,η",283
17440,8,4,61,5701030102,"Κοσκινάς,ο",41
17441,8,4,61,5701030103,"Λήμνος,η",32
17442,8,4,61,5701030104,"Λιμιά,τα",54
17443,8,4,61,5701030105,"Μαναγρός,ο",9
17444,8,4,61,5701030106,"Μονή Αγίας Μαρκέλλας,η",1
17445,8,4,61,5701030107,"Σκαριώτης,ο",15
17446,8,4,61,5701030108,"Χωρή,η",45
17447,7,4,61,57010302,Δημοτική Κοινότητα Αγίου Γάλακτος,27
17448,8,4,61,5701030201,"Άγιον Γάλα,το",27
17449,7,4,61,57010303,Δημοτική Κοινότητα Διευχών,18
17450,8,4,61,5701030301,"Διευχά,τα",7
17451,8,4,61,5701030302,"Κατάβασις,η",11
17452,7,4,61,57010304,Δημοτική Κοινότητα Κεράμου,13
17453,8,4,61,5701030401,"Κέραμος,η",10
17454,8,4,61,5701030402,"Αγιάσματα,τα",3
17455,7,4,61,57010305,Δημοτική Κοινότητα Κουρουνίων,67
17456,8,4,61,5701030501,"Κουρούνια,τα",55
17457,8,4,61,5701030502,"Εγρηγόρος,ο",12
17458,7,4,61,57010306,Δημοτική Κοινότητα Λεπτοπόδων,33
17459,8,4,61,5701030601,"Λεπτόποδα,τα",26
17460,8,4,61,5701030602,"Αγιάσματα,τα",7
17461,7,4,61,57010307,Δημοτική Κοινότητα Μελανιού,7
17462,8,4,61,5701030701,"Μελανιός,ο",7
17463,7,4,61,57010308,Δημοτική Κοινότητα Νέας Ποταμιάς,32
17464,8,4,61,5701030801,"Νέα Ποταμιά,η",32
17465,7,4,61,57010309,Δημοτική Κοινότητα Νενητουρίων,39
17466,8,4,61,5701030901,"Νενητούρια,τα",26
17467,8,4,61,5701030902,"Κοσμάδος,ο",13
17468,7,4,61,57010310,Δημοτική Κοινότητα Παρπαριάς,88
17469,8,4,61,5701031001,"Παρπαριά,η",86
17470,8,4,61,5701031002,"Άγιος Ισίδωρος,ο",2
17471,7,4,61,57010311,Δημοτική Κοινότητα Πιραμάς,29
17472,8,4,61,5701031101,"Πιραμά,η",29
17473,7,4,61,57010312,Δημοτική Κοινότητα Πισπιλούντος,22
17474,8,4,61,5701031201,"Πισπιλούντα,η",22
17475,7,4,61,57010313,Δημοτική Κοινότητα Τρυπών,39
17476,8,4,61,5701031301,"Τρύπαι,αι",34
17477,8,4,61,5701031302,"Εζούσα,η",5
17478,7,4,61,57010314,Δημοτική Κοινότητα Φυτών,14
17479,8,4,61,5701031401,"Φυτά,τα",7
17480,8,4,61,5701031402,"Κηπουριαί,αι",7
17481,7,4,61,57010315,Δημοτική Κοινότητα Χαλάνδρων,38
17482,8,4,61,5701031501,"Χάλανδρα,τα",10
17483,8,4,61,5701031502,"Αφροδίσια,τα",28
17484,6,4,61,570104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΩΝΙΑΣ,3570
17485,7,4,61,57010401,Δημοτική Κοινότητα Καλλιμασιάς,987
17486,8,4,61,5701040101,"Καλλιμασιά,η",846
17487,8,4,61,5701040102,"Άγιος Αιμιλιανός,ο",80
17488,8,4,61,5701040103,"Βουδότοπος,ο",18
17489,8,4,61,5701040104,"Μονή Παναγίας Κοιμήσεως Πλακιδιωτίσσης,η",0
17490,8,4,61,5701040105,"Μονολιά,η",43
17491,7,4,61,57010402,Δημοτική Κοινότητα Βουνού,187
17492,8,4,61,5701040201,"Βουνό,το",179
17493,8,4,61,5701040202,"Άγιος Ιωάννης,ο",3
17494,8,4,61,5701040203,"Λιλικάς,ο",5
17495,7,4,61,57010403,Δημοτική Κοινότητα Έξω Διδύμας,32
17496,8,4,61,5701040301,"Έξω Διδύμα,η",32
17497,7,4,61,57010404,Δημοτική Κοινότητα Θολοποταμίου,671
17498,8,4,61,5701040401,"Θολοποτάμιον,το",622
17499,8,4,61,5701040402,"Σκλαβιά,τα",49
17500,7,4,61,57010405,Δημοτική Κοινότητα Καταρράκτου,340
17501,8,4,61,5701040501,"Καταρράκτης,ο",340
17502,7,4,61,57010406,Δημοτική Κοινότητα Κοινής,97
17503,8,4,61,5701040601,"Κοινή,η",97
17504,7,4,61,57010407,Δημοτική Κοινότητα Μέσα Διδύμας,139
17505,8,4,61,5701040701,"Μέσα Διδύμα,η",138
17506,8,4,61,5701040702,"Μονή Αγίας Ματρώνης Χαλάνδρων,η",1
17507,7,4,61,57010408,Δημοτική Κοινότητα Μυρμηγκίου,45
17508,8,4,61,5701040801,"Μυρμήγκιον,το",45
17509,7,4,61,57010409,Δημοτική Κοινότητα Νενήτων,930
17510,8,4,61,5701040901,"Νένητα,τα",910
17511,8,4,61,5701040902,"Βοκαριά,η",0
17512,8,4,61,5701040903,"Γρίδια,τα",19
17513,8,4,61,5701040904,"Μονή Ταξιαρχών,η",1
17514,7,4,61,57010410,Δημοτική Κοινότητα Παγίδος,76
17515,8,4,61,5701041001,"Παγίς,η",76
17516,7,4,61,57010411,Δημοτική Κοινότητα Φλατσίων,66
17517,8,4,61,5701041101,"Φλάτσια,τα",63
17518,8,4,61,5701041102,"Νεκτά,η",3
17519,6,4,61,570105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΜΠΟΧΩΡΩΝ,3014
17520,7,4,61,57010501,Δημοτική Κοινότητα Χαλκείου,1155
17521,8,4,61,5701050101,"Χαλκειόν,το",1155
17522,7,4,61,57010502,Δημοτική Κοινότητα Αγίου Γεωργίου Συκούση,520
17523,8,4,61,5701050201,"Άγιος Γεώργιος Συκούσης,ο",520
17524,7,4,61,57010503,Δημοτική Κοινότητα Βαβιλών,206
17525,8,4,61,5701050301,"Βαβίλοι,οι",206
17526,7,4,61,57010504,Δημοτική Κοινότητα Βασιλεωνοίκου,429
17527,8,4,61,5701050401,"Βασιλεώνοικον,το",429
17528,7,4,61,57010505,Δημοτική Κοινότητα Βερβεράτου,225
17529,8,4,61,5701050501,"Βερβεράτον,το",225
17530,7,4,61,57010506,Δημοτική Κοινότητα Δαφνώνος,366
17531,8,4,61,5701050601,"Δαφνών,ο",366
17532,7,4,61,57010507,Δημοτική Κοινότητα Ζυφιά,113
17533,8,4,61,5701050701,"Ζυφιάς,ο",113
17534,6,4,61,570106,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΡΔΑΜΥΛΩΝ,1897
17535,7,4,61,57010601,Δημοτική Κοινότητα Καρδαμύλων,1526
17536,8,4,61,5701060101,"Καρδάμυλα,τα",615
17537,8,4,61,5701060102,"Άμπελος,η",0
17538,8,4,61,5701060103,"Βλυχάδα,η",33
17539,8,4,61,5701060104,"Γιόσωνας,ο",15
17540,8,4,61,5701060105,"Γλαστριά,η (νησίς)",0
17541,8,4,61,5701060106,"Δελφίνι,το",9
17542,8,4,61,5701060107,"Μαργαρίτι,το (νησίς)",0
17543,8,4,61,5701060108,"Μάρμαρον,το",851
17544,8,4,61,5701060109,"Ναγός,ο",0
17545,8,4,61,5701060110,"Πυργιά,τα",3
17546,8,4,61,5701060111,"Σαρακηνόπετρα,η (νησίς)",0
17547,8,4,61,5701060112,"Στροβίλι,το (νησίς)",0
17548,7,4,61,57010602,Δημοτική Κοινότητα Αμάδων,67
17549,8,4,61,5701060201,"Αμάδες,αι",67
17550,8,4,61,5701060202,"Κέρτης,ο (νησίς)",0
17551,8,4,61,5701060203,"Παραλία Αμάδων,η",0
17552,7,4,61,57010603,Δημοτική Κοινότητα Βικίου,117
17553,8,4,61,5701060301,"Βίκιον,το",117
17554,8,4,61,5701060302,"Κεραμός,ο",0
17555,7,4,61,57010604,Δημοτική Κοινότητα Καμπιών,33
17556,8,4,61,5701060401,"Καμπιά,τα",33
17557,7,4,61,57010605,Δημοτική Κοινότητα Πιτυούντος,124
17558,8,4,61,5701060501,"Πιτυούς,η",124
17559,7,4,61,57010606,Δημοτική Κοινότητα Σπαρτούντος,30
17560,8,4,61,5701060601,"Σπαρτούντα,η",30
17561,6,4,61,570107,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΑΣΤΙΧΟΧΩΡΙΩΝ,3384
17562,7,4,61,57010701,Δημοτική Κοινότητα Πυργίου,1063
17563,8,4,61,5701070101,"Πυργίον,το",969
17564,8,4,61,5701070102,"Βενέτικο,το (νησίς)",0
17565,8,4,61,5701070103,"Δότια,τα",32
17566,8,4,61,5701070104,"Εμπορειός,ο",51
17567,8,4,61,5701070105,"Καρύντα,η",11
17568,8,4,61,5701070106,"Μονή Αγίου Γεωργίου,η",0
17569,8,4,61,5701070107,"Πελαγόνησος,η (νησίς)",0
17570,7,4,61,57010702,Δημοτική Κοινότητα Αρμολίων,320
17571,8,4,61,5701070201,"Αρμόλια,τα",320
17572,7,4,61,57010703,Δημοτική Κοινότητα Βέσσης,97
17573,8,4,61,5701070301,"Βέσσα,η",97
17574,7,4,61,57010704,Δημοτική Κοινότητα Ελάτας,274
17575,8,4,61,5701070401,"Ελάτα,η",274
17576,8,4,61,5701070402,"Άγιος Στέφανος,ο (νησίς)",0
17577,7,4,61,57010705,Δημοτική Κοινότητα Καλαμωτής,589
17578,8,4,61,5701070501,"Καλαμωτή,η",445
17579,8,4,61,5701070502,"Αλμυρός,ο",3
17580,8,4,61,5701070503,"Κώμη,η",141
17581,7,4,61,57010706,Δημοτική Κοινότητα Λιθίου,382
17582,8,4,61,5701070601,"Λιθίον,το",378
17583,8,4,61,5701070602,"Λιμένας Λιθίου,ο",4
17584,7,4,61,57010707,Δημοτική Κοινότητα Μεστών,356
17585,8,4,61,5701070701,"Μεστά,τα",293
17586,8,4,61,5701070702,"Καλόγερος,ο (νησίς)",0
17587,8,4,61,5701070703,"Λιμένας,ο",51
17588,8,4,61,5701070704,"Μερικούντα,η",10
17589,8,4,61,5701070705,"Νησάκι,το (νησίς)",0
17590,8,4,61,5701070706,"Τραχύλια,τα",2
17591,7,4,61,57010708,Δημοτική Κοινότητα Ολύμπων,232
17592,8,4,61,5701070801,"Ολύμποι,οι",232
17593,7,4,61,57010709,Δημοτική Κοινότητα Πατρικών,71
17594,8,4,61,5701070901,"Πατρικά,τα",71
17595,6,4,61,570108,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΜΗΡΟΥΠΟΛΗΣ,7045
17596,7,4,61,57010801,Δημοτική Κοινότητα Βροντάδου,5270
17597,8,4,61,5701080101,"Βροντάδος,ο",5241
17598,8,4,61,5701080102,"Αίπος,ο",28
17599,8,4,61,5701080103,"Μονή Αγίου Στεφάνου,η",0
17600,8,4,61,5701080104,"Μονή Μυρσινιδίου,η",1
17601,7,4,61,57010802,Δημοτική Κοινότητα Ανάβατου,10
17602,8,4,61,5701080201,"Ανάβατος,ο",10
17603,7,4,61,57010803,Δημοτική Κοινότητα Αυγώνυμων,27
17604,8,4,61,5701080301,"Αυγώνυμα,τα",27
17605,7,4,61,57010804,Δημοτική Κοινότητα Καρυών,621
17606,8,4,61,5701080401,"Καρυαί,αι",572
17607,8,4,61,5701080402,"Αγία Παρασκευή,η",15
17608,8,4,61,5701080403,"Άγιος Δημήτριος,ο",29
17609,8,4,61,5701080404,"Μονή Αγίου Μάρκου,η",2
17610,8,4,61,5701080405,"Μονή Αγίων Πατέρων,η",2
17611,8,4,61,5701080406,"Νέα Μονή,η",1
17612,7,4,61,57010805,Δημοτική Κοινότητα Λαγκάδας,632
17613,8,4,61,5701080501,"Λαγκάδα,η",552
17614,8,4,61,5701080502,"Άγιος Στέφανος,ο (νησίς)",0
17615,8,4,61,5701080503,"Αγρελωπός,ο",80
17616,7,4,61,57010806,Δημοτική Κοινότητα Σιδηρούντος,21
17617,8,4,61,5701080601,"Σιδηρούντα,η",21
17618,7,4,61,57010807,Δημοτική Κοινότητα Συκιάδας,464
17619,8,4,61,5701080701,"Συκιάδα,η",413
17620,8,4,61,5701080702,"Παντουκιός,ο",51
17621,5,4,61,5702,ΔΗΜΟΣ ΗΡΩΙΚΗΣ ΝΗΣΟΥ ΨΑΡΩΝ,420
17622,6,4,61,570200,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΨΑΡΩΝ,420
17623,7,4,61,57020000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΨΑΡΩΝ,420
17624,8,4,61,5702000001,"Ψαρά,τα",420
17625,8,4,61,5702000002,"Άγιο Νικολάκι,το (νησίς)",0
17626,8,4,61,5702000003,"Αντίψαρα,τα (νησίς)",0
17627,8,4,61,5702000004,"Δακαλιό,το (νησίς)",0
17628,8,4,61,5702000005,"Κάτω Νησί,το (νησίς)",0
17629,8,4,61,5702000006,"Λήμνος,η",0
17630,8,4,61,5702000007,"Μαστρογιώργη,το (νησίς)",0
17631,8,4,61,5702000008,"Μονή Κοιμήσεως Θεοτόκου,η",0
17632,8,4,61,5702000009,"Πρασονήσι,το (νησίς)",0
17633,5,4,61,5703,ΔΗΜΟΣ ΟΙΝΟΥΣΣΩΝ,911
17634,6,4,61,570300,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΙΝΟΥΣΣΩΝ,911
17635,7,4,61,57030000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΟΙΝΟΥΣΣΩΝ,911
17636,8,4,61,5703000001,"Οινούσσαι,αι",844
17637,8,4,61,5703000002,"Άγιος Παντελεήμων,ο (νησίς)",0
17638,8,4,61,5703000003,"Αρχοντόνησο,το (νησίς)",0
17639,8,4,61,5703000004,"Ασπαλαθρόκαμπος,ο",13
17640,8,4,61,5703000005,"Βάτος,η (νησίς)",0
17641,8,4,61,5703000006,"Γάδρος,ο (νησίς)",0
17642,8,4,61,5703000007,"Γαϊδουρόνησος,η (νησίς)",0
17643,8,4,61,5703000008,"Κάστρον,το",54
17644,8,4,61,5703000009,"Μαλλιαρόπετρα,η (νησίς)",0
17645,8,4,61,5703000010,"Μονάφτης,ο (νησίς)",0
17646,8,4,61,5703000011,"Νησί Παναγιάς,το (νησίς)",0
17647,8,4,61,5703000012,"Νησί Πίττας,το (νησίς)",0
17648,8,4,61,5703000013,"Παπαποντικάδικο,το (νησίς)",0
17649,8,4,61,5703000014,"Πατερόνησο,το (νησίς)",0
17650,8,4,61,5703000015,"Ποντικονήσι,το (νησίς)",0
17651,8,4,61,5703000016,"Πρασονήσια,τα (νησίς)",0
17652,8,4,61,5703000017,"Σάντα Παναγιά,η (νησίς)",0
17653,3,4,62, ,ΠΕΡΙΦΕΡΕΙΑ ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,327820
17654,4,4,62,58,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΣΥΡΟΥ,21124
17655,5,4,62,5801,ΔΗΜΟΣ ΣΥΡΟΥ - ΕΡΜΟΥΠΟΛΗΣ,21124
17656,6,4,62,580101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΜΟΥΠΟΛΕΩΣ,13399
17657,7,4,62,58010101,Δημοτική Κοινότητα Ερμουπόλεως,11039
17658,8,4,62,5801010101,"Ερμούπολις,η",11039
17659,8,4,62,5801010102,"Διδύμη,η (νησίς)",0
17660,8,4,62,5801010103,"Στρογγυλό,το (νησίς)",0
17661,7,4,62,58010102,Δημοτική Κοινότητα Μάννα,2360
17662,8,4,62,5801010201,"Μάννα,το",956
17663,8,4,62,5801010202,"Αζόλιμνος,ο",620
17664,8,4,62,5801010203,"Άνω Μάννα,το",388
17665,8,4,62,5801010204,"Τάλαντα,τα",396
17666,6,4,62,580102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΩ ΣΥΡΟΥ,3611
17667,7,4,62,58010201,Δημοτική Κοινότητα Άνω Σύρου,1856
17668,8,4,62,5801020101,"Άνω Σύρος,η",621
17669,8,4,62,5801020102,"Άγιος Δημήτριος,ο",48
17670,8,4,62,5801020103,"Άη Μιχάλης,ο",14
17671,8,4,62,5801020104,"Αληθινή,η",112
17672,8,4,62,5801020105,"Βαρβαρούσα,η (νησίς)",0
17673,8,4,62,5801020106,"Γυάρος,η (νησίς)",0
17674,8,4,62,5801020107,"Επισκοπείον,το",435
17675,8,4,62,5801020108,"Κίνιον,το",545
17676,8,4,62,5801020109,"Μύττακας,ο",29
17677,8,4,62,5801020110,"Παπούρι,το",10
17678,8,4,62,5801020111,"Πλατύ Βουνί,το",10
17679,8,4,62,5801020112,"Φοινικιά,η",21
17680,8,4,62,5801020113,"Χαλανδριανή,η",11
17681,7,4,62,58010202,Δημοτική Κοινότητα Γαλησσά,565
17682,8,4,62,5801020201,"Γαλησσάς,ο",469
17683,8,4,62,5801020202,"Δανακός,ο",96
17684,7,4,62,58010203,Δημοτική Κοινότητα Πάγου,909
17685,8,4,62,5801020301,"Πάγος,ο",367
17686,8,4,62,5801020302,"Αγρός,ο",137
17687,8,4,62,5801020303,"Μεσαριά,η",222
17688,8,4,62,5801020304,"Παρακοπή,η",183
17689,7,4,62,58010204,Δημοτική Κοινότητα Χρούσων,281
17690,8,4,62,5801020401,"Χρούσα,τα",281
17691,6,4,62,580103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΟΣΕΙΔΩΝΙΑΣ,4114
17692,7,4,62,58010301,Δημοτική Κοινότητα Ποσειδωνίας,967
17693,8,4,62,5801030101,"Ποσειδωνία,η",794
17694,8,4,62,5801030102,"Άδειατα,τα",86
17695,8,4,62,5801030103,"Μέγας Γιαλός,ο",87
17696,8,4,62,5801030104,"Στρογγυλό,το (νησίς)",0
17697,8,4,62,5801030105,"Σχινονήσιο,το (νησίς)",0
17698,7,4,62,58010302,Δημοτική Κοινότητα Βάρης,2121
17699,8,4,62,5801030201,"Βάρη,η",1651
17700,8,4,62,5801030202,"Αζόλιμνος,ο",135
17701,8,4,62,5801030203,"Άσπρο,το (νησίς)",0
17702,8,4,62,5801030204,"Μέγας Γιαλός,ο",335
17703,8,4,62,5801030205,"Νάτα,τα (νησίς)",0
17704,7,4,62,58010303,Δημοτική Κοινότητα Φοίνικος,1026
17705,8,4,62,5801030301,"Φοίνιξ,ο",798
17706,8,4,62,5801030302,"Βήσσα,η",228
17707,4,4,62,59,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,8826
17708,5,4,62,5901,ΔΗΜΟΣ ΑΝΔΡΟΥ,8826
17709,6,4,62,590101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΟΥ,3918
17710,7,4,62,59010101,Δημοτική Κοινότητα Άνδρου,1774
17711,8,4,62,5901010101,"Άνδρος,η",1560
17712,8,4,62,5901010102,"Βραχνός,ο",40
17713,8,4,62,5901010103,"Λιβάδια,τα",139
17714,8,4,62,5901010104,"Μέσα Χωρίον,το",35
17715,7,4,62,59010102,Δημοτική Κοινότητα Αποικίων,224
17716,8,4,62,5901010201,"Αποίκια,τα",211
17717,8,4,62,5901010202,"Κατακαλαίοι,οι",10
17718,8,4,62,5901010203,"Μονή Αγίου Νικολάου,η",3
17719,7,4,62,59010103,Δημοτική Κοινότητα Βουρκωτής,53
17720,8,4,62,5901010301,"Βουρκωτή,η",53
17721,7,4,62,59010104,Δημοτική Κοινότητα Λαμύρων,329
17722,8,4,62,5901010401,"Λάμυρα,τα",93
17723,8,4,62,5901010402,"Μεσαθούριον,το",76
17724,8,4,62,5901010403,"Στραπουριαί,αι",100
17725,8,4,62,5901010404,"Υψηλά,τα",60
17726,7,4,62,59010105,Δημοτική Κοινότητα Μεσαριάς Άνδρου,972
17727,8,4,62,5901010501,"Μεσαριά,η",241
17728,8,4,62,5901010502,"Αλαδινόν,το",219
17729,8,4,62,5901010503,"Αλάδον,το",5
17730,8,4,62,5901010504,"Ζαγανιάρης,ο",34
17731,8,4,62,5901010505,"Κουμανή,η",189
17732,8,4,62,5901010506,"Κουρέλιον,το",22
17733,8,4,62,5901010507,"Μένητες,οι",178
17734,8,4,62,5901010508,"Μονή Παναχράντου,η",4
17735,8,4,62,5901010509,"Ορεινόν,το",20
17736,8,4,62,5901010510,"Φάλλικα,τα",60
17737,7,4,62,59010106,Δημοτική Κοινότητα Πιτροφού,311
17738,8,4,62,5901010601,"Πιτροφός,ο",307
17739,8,4,62,5901010602,"Μελίδα,η",4
17740,7,4,62,59010107,Δημοτική Κοινότητα Στενιών,255
17741,8,4,62,5901010701,"Στενιαί,αι",255
17742,6,4,62,590102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΡΘΙΟΥ,1706
17743,7,4,62,59010201,Δημοτική Κοινότητα Όρμου Κορθίου,626
17744,8,4,62,5901020101,"Όρμος Κορθίου,ο",489
17745,8,4,62,5901020102,"Αγία Μαρίνα,η",6
17746,8,4,62,5901020103,"Αλαμαννιά,η",47
17747,8,4,62,5901020104,"Ρογόν,το",73
17748,8,4,62,5901020105,"Χώναι,αι",11
17749,7,4,62,59010202,Δημοτική Κοινότητα Καππαριάς,103
17750,8,4,62,5901020201,"Καππαριά,η",62
17751,8,4,62,5901020202,"Μωρακαίοι,οι",21
17752,8,4,62,5901020203,"Πέρα Χωριό,το",20
17753,7,4,62,59010203,Δημοτική Κοινότητα Κορθίου,615
17754,8,4,62,5901020301,"Κόρθιον,το",144
17755,8,4,62,5901020302,"Αηδόνια,τα",81
17756,8,4,62,5901020303,"Αϊπάτια,τα",90
17757,8,4,62,5901020304,"Αμονακλιός,ο",44
17758,8,4,62,5901020305,"Μουσιώνας,ο",14
17759,8,4,62,5901020306,"Πίσω Μεριά,η",242
17760,7,4,62,59010204,Δημοτική Κοινότητα Κοχύλου,107
17761,8,4,62,5901020401,"Κόχυλος,ο",107
17762,7,4,62,59010205,Δημοτική Κοινότητα Παλαιοκάστρου,148
17763,8,4,62,5901020501,"Παλαιόκαστρον,το",31
17764,8,4,62,5901020502,"Έξω Βουνίον,το",9
17765,8,4,62,5901020503,"Επισκοπειόν,το",39
17766,8,4,62,5901020504,"Μέσα Βουνίον,το",34
17767,8,4,62,5901020505,"Σταυρός,ο",35
17768,7,4,62,59010206,Δημοτική Κοινότητα Συνετίου,107
17769,8,4,62,5901020601,"Συνέτιον,το",107
17770,6,4,62,590103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΥΔΡΟΥΣΑΣ,3202
17771,7,4,62,59010301,Δημοτική Κοινότητα Γαυρίου,1041
17772,8,4,62,5901030101,"Γαύριο,το",849
17773,8,4,62,5901030102,"Άγιος Πέτρος,ο",9
17774,8,4,62,5901030103,"Ακαμάτης,ο (νησίς)",0
17775,8,4,62,5901030104,"Γάιδαρος,ο (νησίς)",0
17776,8,4,62,5901030105,"Γίδες,οι",32
17777,8,4,62,5901030106,"Κάτω Άγιος Πέτρος,ο",109
17778,8,4,62,5901030107,"Κυπρί,το",42
17779,8,4,62,5901030108,"Μεγάλο,το (νησίς)",0
17780,8,4,62,5901030109,"Πλατύ,το (νησίς)",0
17781,8,4,62,5901030110,"Πράσσο,το (νησίς)",0
17782,8,4,62,5901030111,"Τουρλίτης,ο (νησίς)",0
17783,7,4,62,59010302,Δημοτική Κοινότητα Αμμολόχου,22
17784,8,4,62,5901030201,"Αμμόλοχος,ο",22
17785,7,4,62,59010303,Δημοτική Κοινότητα Άνω Γαυρίου,155
17786,8,4,62,5901030301,"Άνω Γαύριο,το",55
17787,8,4,62,5901030302,"Κουμάρι,το",86
17788,8,4,62,5901030303,"Σχόλη,η",14
17789,7,4,62,59010304,Δημοτική Κοινότητα Απροβάτου,249
17790,8,4,62,5901030401,"Άνω Απροβάτου,το",57
17791,8,4,62,5901030402,"Αλικάνδρος,η",39
17792,8,4,62,5901030403,"Καλαμάκι,το",28
17793,8,4,62,5901030404,"Κάτω Απροβάτου,το",82
17794,8,4,62,5901030405,"Κούτσι,το",43
17795,7,4,62,59010305,Δημοτική Κοινότητα Αρνά,127
17796,8,4,62,5901030501,"Άρνη,η",72
17797,8,4,62,5901030502,"Ατένι,το",20
17798,8,4,62,5901030503,"Ρέματα,τα",35
17799,7,4,62,59010306,Δημοτική Κοινότητα Βιταλίου,34
17800,8,4,62,5901030601,"Βιτάλι,το",28
17801,8,4,62,5901030602,"Άγιος Συμεών,ο",6
17802,7,4,62,59010307,Δημοτική Κοινότητα Κατακοίλου,139
17803,8,4,62,5901030701,"Κατάκοιλος,η",29
17804,8,4,62,5901030702,"Ατένι,το",17
17805,8,4,62,5901030703,"Κάτω Κατάκοιλος,η",93
17806,7,4,62,59010308,Δημοτική Κοινότητα Μακροταντάλου,144
17807,8,4,62,5901030801,"Μακροτάνταλο,το",7
17808,8,4,62,5901030802,"Άγιος Ιωάννης,ο",22
17809,8,4,62,5901030803,"Βαρίδι,το",42
17810,8,4,62,5901030804,"Ζόρκος,ο",0
17811,8,4,62,5901030805,"Καλυβάρι,το",42
17812,8,4,62,5901030806,"Μερμηγκιές,οι",11
17813,8,4,62,5901030807,"Παλαιστού,το",7
17814,8,4,62,5901030808,"Χάρτες,οι",13
17815,7,4,62,59010309,Δημοτική Κοινότητα Μπατσίου,1051
17816,8,4,62,5901030901,"Μπατσί,το",907
17817,8,4,62,5901030902,"Δαμασκηνός,ο",51
17818,8,4,62,5901030903,"Μονή Ζωοδόχου Πηγής,η",7
17819,8,4,62,5901030904,"Στιβάρι,το",86
17820,7,4,62,59010310,Δημοτική Κοινότητα Παλαιοπόλεως,148
17821,8,4,62,5901031001,"Παλαιόπολη,η",116
17822,8,4,62,5901031002,"Αγία Ελεούσα,η",26
17823,8,4,62,5901031003,"Κόλυμπος,ο",6
17824,7,4,62,59010311,Δημοτική Κοινότητα Φελλού,92
17825,8,4,62,5901031101,"Επάνω Φελλός,ο",24
17826,8,4,62,5901031102,"Κάτω Φελλός,ο",61
17827,8,4,62,5901031103,"Κούρταλη,η",7
17828,4,4,62,60,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,19044
17829,5,4,62,6001,ΔΗΜΟΣ ΘΗΡΑΣ,15480
17830,6,4,62,600101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΘΗΡΑΣ,14393
17831,7,4,62,60010101,Δημοτική Κοινότητα Θήρας,1516
17832,8,4,62,6001010101,"Θήρα,η",1346
17833,8,4,62,6001010102,"Ασκανιά,τα (νησίς)",0
17834,8,4,62,6001010103,"Ασπρονήσι,το (νησίς)",0
17835,8,4,62,6001010104,"Έξω Γιαλός,ο",92
17836,8,4,62,6001010105,"Έξω Κατοικίες,οι",12
17837,8,4,62,6001010106,"Εσχάτη,η (νησίς)",0
17838,8,4,62,6001010107,"Μέσα Κατοικίες,οι",65
17839,8,4,62,6001010108,"Νέα Καμένη,η",0
17840,8,4,62,6001010109,"Όρμος Φηρών,ο",0
17841,8,4,62,6001010110,"Παλαιά Καμένη,η",1
17842,8,4,62,6001010111,"Χριστιανά,τα (νησίς)",0
17843,7,4,62,60010102,Δημοτική Κοινότητα Ακρωτηρίου,515
17844,8,4,62,6001010201,"Ακρωτήριον,το",432
17845,8,4,62,6001010202,"Άγιος Νικόλαος,ο",24
17846,8,4,62,6001010203,"Φάρος,ο - Μέσα Χωριό,το",59
