,,,,Σύνολο κτιρίων αποκλειστικής χρήσης,Αποκλειστική χρήση κτιρίων,,,,,,,,,,,,,,,Σύνολο κτιρίων μεικτής χρήσης,Κύρια χρήση κτιρίων μεικτής χρήσης,,,,,,,,,,,,,,
,,,,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση
7,11101020106,Δημοτική Κοινότητα Αρχοντικών,237,236,160,2,0,0,2,0,0,0,0,0,6,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110102010601,"Αρχοντικά,τα",237,236,160,2,0,0,2,0,0,0,0,0,6,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11101020107,Δημοτική Κοινότητα Βραγιάς,324,324,199,1,0,0,1,0,0,0,0,0,17,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102010701,"Βραγιά,η",324,324,199,1,0,0,1,0,0,0,0,0,17,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020108,Δημοτική Κοινότητα Δοκού,575,542,340,2,0,2,1,0,0,0,0,1,19,0,0,0,177,33,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110102010801,"Δοκός,η",575,542,340,2,0,2,1,0,0,0,0,1,19,0,0,0,177,33,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11101020109,Δημοτική Κοινότητα Δροσιάς,127,94,29,0,0,0,0,0,0,0,0,0,1,0,0,0,64,33,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1110102010901,"Δροσιά,η",127,94,29,0,0,0,0,0,0,0,0,0,1,0,0,0,64,33,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,11101020110,Δημοτική Κοινότητα Δρύμης,169,120,57,1,0,0,0,0,0,0,0,1,2,0,0,0,59,49,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1110102011001,"Δρύμη,η",169,120,57,1,0,0,0,0,0,0,0,1,2,0,0,0,59,49,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,11101020111,Δημοτική Κοινότητα Εσοχής,187,136,62,0,0,0,0,0,0,0,0,0,2,0,0,0,72,51,48,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8,1110102011101,"Εσοχή,η",187,136,62,0,0,0,0,0,0,0,0,0,2,0,0,0,72,51,48,1,0,0,1,0,0,0,0,0,1,0,0,0,0
7,11101020112,Δημοτική Κοινότητα Κάτω Δροσινής,46,29,13,1,0,0,1,0,0,0,0,0,1,0,0,0,13,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102011201,"Κάτω Δροσινή,η",46,29,13,1,0,0,1,0,0,0,0,0,1,0,0,0,13,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020113,Δημοτική Κοινότητα Λαμπρού,321,319,207,2,0,0,2,0,0,0,0,0,5,0,0,0,103,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1110102011301,"Λαμπρόν,το",321,319,207,2,0,0,2,0,0,0,0,0,5,0,0,0,103,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11101020114,Δημοτική Κοινότητα Νέου Καλλυντήριου,124,124,80,1,0,0,1,1,0,0,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102011401,"Νέον Καλλυντήριον,το",124,124,80,1,0,0,1,1,0,0,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020115,Δημοτική Κοινότητα Νεύρων,78,77,64,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102011501,"Νεύρα,τα",78,77,64,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020116,Δημοτική Κοινότητα Ομηρικού,183,181,134,1,0,0,1,0,0,0,0,0,2,0,0,0,43,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110102011601,"Ομηρικόν,το",183,181,134,1,0,0,1,0,0,0,0,0,2,0,0,0,43,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11101020117,Δημοτική Κοινότητα Πάσσου,563,561,270,4,0,2,2,0,0,0,0,0,14,0,0,0,269,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102011701,"Πάσσος,ο",563,561,270,4,0,2,2,0,0,0,0,0,14,0,0,0,269,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020118,Δημοτική Κοινότητα Πατερμών,85,66,17,1,0,0,1,0,0,0,0,0,2,0,0,0,45,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102011801,"Πατερμά,τα",85,66,17,1,0,0,1,0,0,0,0,0,2,0,0,0,45,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020119,Δημοτική Κοινότητα Ραγάδας,194,136,61,3,0,0,1,0,0,1,0,0,3,0,0,0,67,58,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1110102011901,"Ραγάδα,η",194,136,61,3,0,0,1,0,0,1,0,0,3,0,0,0,67,58,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,11101020120,Δημοτική Κοινότητα Σκιάδας,50,34,11,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102012001,"Σκιάδα,η",50,34,11,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111010202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΡΙΑΝΩΝ,4632,4359,2082,25,0,17,21,1,0,1,0,1,157,0,0,0,2054,273,254,1,0,0,0,1,0,0,0,0,8,0,0,0,9
7,11101020201,Δημοτική Κοινότητα Αρριανών,1016,975,456,3,0,4,3,1,0,1,0,1,77,0,0,0,429,41,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0
8,1110102020101,"Αρριανά,τα",1016,975,456,3,0,4,3,1,0,1,0,1,77,0,0,0,429,41,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0
7,11101020202,Δημοτική Κοινότητα Αγιοχωρίου,177,170,111,1,0,0,2,0,0,0,0,0,5,0,0,0,51,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,1110102020201,"Αγιοχώριον,το",177,170,111,1,0,0,2,0,0,0,0,0,5,0,0,0,51,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7,11101020203,Δημοτική Κοινότητα Δαρμένης,218,196,82,1,0,3,1,0,0,0,0,0,2,0,0,0,107,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102020301,"Δαρμένη,η",218,196,82,1,0,3,1,0,0,0,0,0,2,0,0,0,107,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020204,Δημοτική Κοινότητα Δειλινών,208,187,81,1,0,0,1,0,0,0,0,0,9,0,0,0,95,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102020401,"Δειλινά,τα",208,187,81,1,0,0,1,0,0,0,0,0,9,0,0,0,95,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020205,Δημοτική Κοινότητα Ηπίου,234,231,119,1,0,0,1,0,0,0,0,0,4,0,0,0,106,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,1110102020501,"Ήπιον,το",234,231,119,1,0,0,1,0,0,0,0,0,4,0,0,0,106,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7,11101020206,Δημοτική Κοινότητα Κινύρων,169,164,81,0,0,0,2,0,0,0,0,0,3,0,0,0,78,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102020601,"Κίνυρα,τα",169,164,81,0,0,0,2,0,0,0,0,0,3,0,0,0,78,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020207,Δημοτική Κοινότητα Λυκείου,781,726,370,6,0,6,4,0,0,0,0,0,22,0,0,0,318,55,50,0,0,0,0,1,0,0,0,0,3,0,0,0,1
8,1110102020701,"Λύκειον,το",781,726,370,6,0,6,4,0,0,0,0,0,22,0,0,0,318,55,50,0,0,0,0,1,0,0,0,0,3,0,0,0,1
7,11101020208,Δημοτική Κοινότητα Μικρού Πιστού,339,301,141,2,0,1,1,0,0,0,0,0,6,0,0,0,150,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102020801,"Μικρόν Πιστόν,το",339,301,141,2,0,1,1,0,0,0,0,0,6,0,0,0,150,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020209,Δημοτική Κοινότητα Μύστακα,334,304,101,1,0,0,1,0,0,0,0,0,10,0,0,0,191,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102020901,"Μύστακας,ο",334,304,101,1,0,0,1,0,0,0,0,0,10,0,0,0,191,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020210,Δημοτική Κοινότητα Νέδας,217,215,118,2,0,0,1,0,0,0,0,0,5,0,0,0,89,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1110102021001,"Νέδα,η",217,215,118,2,0,0,1,0,0,0,0,0,5,0,0,0,89,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,11101020211,Δημοτική Κοινότητα Νικητών,86,85,37,2,0,0,1,0,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102021101,"Νικηταί,οι",86,85,37,2,0,0,1,0,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020212,Δημοτική Κοινότητα Πλαγιάς,265,257,117,2,0,0,1,0,0,0,0,0,3,0,0,0,134,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102021201,"Πλαγιά,η",265,257,117,2,0,0,1,0,0,0,0,0,3,0,0,0,134,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020213,Δημοτική Κοινότητα Σκαλώματος,281,263,117,1,0,3,1,0,0,0,0,0,7,0,0,0,134,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102021301,"Σκάλωμα,το",281,263,117,1,0,3,1,0,0,0,0,0,7,0,0,0,134,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020214,Δημοτική Κοινότητα Στροφής,307,285,151,2,0,0,1,0,0,0,0,0,4,0,0,0,127,22,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,1110102021401,"Στροφή,η",307,285,151,2,0,0,1,0,0,0,0,0,4,0,0,0,127,22,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6,111010203,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΕΧΡΟΥ,888,888,466,14,0,0,12,0,0,1,0,2,14,0,0,1,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101020301,Δημοτική Κοινότητα Κέχρου,888,888,466,14,0,0,12,0,0,1,0,2,14,0,0,1,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030101,"Κέχρος,ο",111,111,61,1,0,0,2,0,0,1,0,2,8,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030102,"Άνω Καμπή,η",24,24,10,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030103,"Βούρλα,τα",23,23,9,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030104,"Κάμπος,ο",77,77,36,2,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030105,"Κερασιά,η",81,81,47,1,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030106,"Μικρός Κέχρος,ο",99,99,57,2,0,0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030107,"Μοναστήριον,το",53,53,25,1,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030108,"Τσούκκα,η",52,52,23,1,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030109,"Χαμηλόν,το",74,74,40,1,0,0,1,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030110,"Χαράδρα,η",87,87,33,3,0,0,1,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102030111,"Χλόη,η",207,207,125,1,0,0,0,0,0,0,0,0,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111010204,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΡΓΑΝΗΣ,1559,1469,744,19,3,1,17,0,6,1,0,6,26,2,0,0,644,90,85,1,0,0,1,0,0,0,0,0,2,0,0,0,1
7,11101020401,Δημοτική Κοινότητα Οργάνης,1559,1469,744,19,3,1,17,0,6,1,0,6,26,2,0,0,644,90,85,1,0,0,1,0,0,0,0,0,2,0,0,0,1
8,1110102040101,"Οργάνη,η",367,346,147,3,0,1,4,0,4,1,0,6,14,2,0,0,164,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040102,"Άνω Κάρδαμος,ο",61,58,32,2,0,0,0,0,0,0,0,0,0,0,0,0,24,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,1110102040103,"Βυρσίνη,η",208,204,130,3,1,0,1,0,1,0,0,0,0,0,0,0,68,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1110102040104,"Δρανιά,η",111,105,45,3,0,0,2,0,0,0,0,0,3,0,0,0,52,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110102040105,"Καλύβια,τα",44,44,21,1,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040106,"Κάρδαμος,ο",138,133,55,1,0,0,0,0,0,0,0,0,2,0,0,0,75,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040107,"Κάτω Βυρσίνη,η",106,74,33,2,0,0,2,0,0,0,0,0,1,0,0,0,36,32,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110102040108,"Κόβαλον,το",61,49,24,1,0,0,1,0,0,0,0,0,1,0,0,0,22,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040109,"Κύμη,η",166,162,86,1,0,0,3,0,0,0,0,0,1,0,0,0,71,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040110,"Μυρτίσκη,η",222,219,124,1,1,0,1,0,0,0,0,0,4,0,0,0,88,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110102040111,"Σμιγάδα,η",75,75,47,1,1,0,2,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1110103,ΔΗΜΟΣ ΙΑΣΜΟΥ,10514,9436,5646,76,3,48,52,3,3,3,0,20,234,7,4,1,3336,1078,1050,1,0,0,2,0,1,0,0,0,23,0,1,0,0
6,111010301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΑΣΜΟΥ,4444,3976,2280,35,1,24,21,1,2,2,0,9,105,2,3,1,1490,468,461,1,0,0,1,0,0,0,0,0,5,0,0,0,0
7,11101030101,Δημοτική Κοινότητα Ιάσμου,3098,2671,1545,22,1,20,15,1,1,2,0,8,82,2,3,1,968,427,420,1,0,0,1,0,0,0,0,0,5,0,0,0,0
8,1110103010101,"Ίασμος,ο",1590,1274,777,11,1,12,7,1,0,2,0,7,70,2,3,1,380,316,312,0,0,0,1,0,0,0,0,0,3,0,0,0,0
8,1110103010102,"Γαλήνη,η",319,289,178,0,0,2,1,0,0,0,0,0,2,0,0,0,106,30,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103010103,"Διαλαμπή,η",422,372,180,3,0,1,2,0,0,0,0,0,0,0,0,0,186,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010104,"Ιππικόν,το",78,77,20,1,0,0,1,0,0,0,0,0,0,0,0,0,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010105,"Κοπτερόν,το",483,463,282,3,0,5,1,0,1,0,0,0,8,0,0,0,163,20,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103010106,"Μελίταινα,η",20,20,12,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010107,"Μωσαϊκόν,το",186,176,96,3,0,0,2,0,0,0,0,1,2,0,0,0,72,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101030102,Δημοτική Κοινότητα Αμβροσίας,827,799,444,8,0,4,3,0,0,0,0,1,13,0,0,0,326,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010201,"Αμβροσία,η",547,528,311,5,0,1,1,0,0,0,0,0,8,0,0,0,202,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010202,"Μικρόν Παλλάδιον,το",48,48,34,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010203,"Παλλάδιον,το",232,223,99,2,0,3,2,0,0,0,0,1,5,0,0,0,111,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101030103,Δημοτική Κοινότητα Σάλπης,519,506,291,5,0,0,3,0,1,0,0,0,10,0,0,0,196,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010301,"Σάλπη,η",436,430,247,4,0,0,3,0,1,0,0,0,9,0,0,0,166,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103010302,"Γλυκονέριον,το",83,76,44,1,0,0,0,0,0,0,0,0,1,0,0,0,30,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111010302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΜΑΞΑΔΩΝ,1157,991,569,5,0,0,7,0,0,0,0,3,13,0,0,0,394,166,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,11101030201,Δημοτική Κοινότητα Αμαξάδων,1157,991,569,5,0,0,7,0,0,0,0,3,13,0,0,0,394,166,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103020101,"Αμαξάδες,οι",747,598,346,2,0,0,4,0,0,0,0,3,4,0,0,0,239,149,148,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103020102,"Άνω Αμαξάδες,οι",377,360,211,2,0,0,2,0,0,0,0,0,9,0,0,0,136,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103020103,"Μοναχοί,οι",33,33,12,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,111010303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΩΣΤΟΥ,4913,4469,2797,36,2,24,24,2,1,1,0,8,116,5,1,0,1452,444,424,0,0,0,1,0,1,0,0,0,17,0,1,0,0
7,11101030301,Δημοτική Κοινότητα Σώστη,674,612,399,5,0,1,3,0,1,0,0,5,16,1,1,0,180,62,54,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8,1110103030101,"Σώστης,ο",674,612,399,5,0,1,3,0,1,0,0,5,16,1,1,0,180,62,54,0,0,0,0,0,0,0,0,0,8,0,0,0,0
7,11101030302,Δημοτική Κοινότητα Ασωμάτων,2064,1945,1155,15,2,11,16,2,0,1,0,2,56,2,0,0,683,119,111,0,0,0,1,0,1,0,0,0,6,0,0,0,0
8,1110103030201,"Αγίασμα,το",245,244,166,1,0,0,1,0,0,0,0,1,8,0,0,0,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030202,"Ασώματοι,οι",603,545,311,9,0,4,3,2,0,1,0,1,14,0,0,0,200,58,53,0,0,0,0,0,1,0,0,0,4,0,0,0,0
8,1110103030203,"Δύμη,η",344,316,205,1,0,5,1,0,0,0,0,0,12,0,0,0,92,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030204,"Θάμνα,τα",458,455,242,2,0,2,3,0,0,0,0,0,14,0,0,0,192,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103030205,"Ρίζωμα,το",225,207,130,1,2,0,2,0,0,0,0,0,5,0,0,0,67,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030206,"Φοιτητικές Εστίες Δ.Π.Θ.,οι",35,33,0,0,0,0,4,0,0,0,0,0,2,2,0,0,25,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,1110103030207,"Φωλέα,η",154,145,101,1,0,0,2,0,0,0,0,0,1,0,0,0,40,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101030303,Δημοτική Κοινότητα Κερασέας,37,34,20,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030301,"Κερασέα,η",37,34,20,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101030304,Δημοτική Κοινότητα Ληνού,316,276,171,2,0,9,1,0,0,0,0,0,5,0,0,0,88,40,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,1110103030401,"Ληνός,ο",316,276,171,2,0,9,1,0,0,0,0,0,5,0,0,0,88,40,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,11101030305,Δημοτική Κοινότητα Μέγα Πιστού,611,540,310,3,0,0,2,0,0,0,0,1,19,0,0,0,205,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030501,"Μέγα Πιστόν,το",611,540,310,3,0,0,2,0,0,0,0,1,19,0,0,0,205,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101030306,Δημοτική Κοινότητα Μίσχου,608,524,352,5,0,0,1,0,0,0,0,0,11,0,0,0,155,84,82,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,1110103030601,"Μίσχος,ο",608,524,352,5,0,0,1,0,0,0,0,0,11,0,0,0,155,84,82,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,11101030307,Δημοτική Κοινότητα Πολυάνθου,603,538,390,4,0,3,1,0,0,0,0,0,9,2,0,0,129,65,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103030701,"Πολύανθον,το",584,522,378,4,0,3,1,0,0,0,0,0,9,2,0,0,125,62,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110103030702,"Κρυστάλλη,η",11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110103030703,"Τρίκορφον,το",8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1110104,ΔΗΜΟΣ ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,12856,11122,6307,127,31,156,58,1,5,4,0,26,307,16,11,2,4071,1734,1684,2,2,6,1,0,0,1,0,1,31,2,3,0,1
6,111010401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΑΠΩΝ,6667,5624,2944,68,5,24,33,0,3,4,0,15,186,9,1,2,2330,1043,1008,2,0,4,1,0,0,1,0,1,23,1,2,0,0
7,11101040101,Δημοτική Κοινότητα Σαπών,3114,2462,1414,28,5,14,21,0,2,2,0,7,130,7,1,2,829,652,626,0,0,4,1,0,0,1,0,0,17,1,2,0,0
8,1110104010101,"Σάπαι,οι",1712,1447,1022,10,1,4,13,0,2,2,0,7,103,6,1,1,275,265,244,0,0,1,0,0,0,1,0,0,16,1,2,0,0
8,1110104010102,"Αετοκορυφή,η",93,90,49,2,0,0,0,0,0,0,0,0,2,0,0,0,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110104010103,"Αρσάκειον,το",475,277,71,4,0,3,1,0,0,0,0,0,8,0,0,0,190,198,196,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,1110104010104,"Βέλκιον,το",200,116,44,1,0,4,1,0,0,0,0,0,4,0,0,0,62,84,81,0,0,2,0,0,0,0,0,0,1,0,0,0,0
8,1110104010105,"Κασσιτερά,τα",54,52,30,3,4,0,0,0,0,0,0,0,2,0,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110104010106,"Πρωτάτον,το",307,291,145,2,0,3,3,0,0,0,0,0,7,0,0,1,130,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110104010107,"Τσιφλίκιον,το",70,61,29,1,0,0,1,0,0,0,0,0,2,0,0,0,28,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1110104010108,"Χαμηλόν,το",203,128,24,5,0,0,2,0,0,0,0,0,2,1,0,0,94,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11101040102,Δημοτική Κοινότητα Αμφίας,322,311,186,5,0,1,1,0,0,0,0,0,6,0,0,0,112,11,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0
8,1110104010201,"Αμφία,τα",322,311,186,5,0,1,1,0,0,0,0,0,6,0,0,0,112,11,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0
7,11101040103,Δημοτική Κοινότητα Αρίσβης,726,557,267,4,0,1,4,0,0,1,0,1,15,0,0,0,264,169,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1110104010301,"Αρίσβη,η",726,557,267,4,0,1,4,0,0,1,0,1,15,0,0,0,264,169,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0
